0,1,2,3,4,5,6,7,8,9
0.9647658,5.722046e-06,0.0002938807,0.00033658743,2.4706125e-05,0.009766936,0.017494887,0.0028185844,0.013905644,0.02297756
0.72805405,2.9802322e-08,9.423494e-05,9.766221e-05,1.2516975e-06,0.00041100383,0.0010629296,0.3197385,7.033348e-06,0.0133212805
1.6152859e-05,2.5004148e-05,0.005936712,0.0030809045,0.9822128,0.99994683,0.008804351,0.00033339858,0.0001514852,5.6385994e-05
2.9802322e-08,0.0058116913,4.8696995e-05,0.9999396,6.735325e-06,0.035553664,0.9987533,1.7881393e-07,2.7000904e-05,4.7683716e-07
0.0021016896,4.6610832e-05,0.00029352307,0.9998878,7.8082085e-06,0.019687563,0.01024279,4.1127205e-06,0.00635463,1.5318394e-05
0.8637986,0.0,3.194809e-05,2.1159649e-05,4.5597553e-06,0.00014519691,0.0009896457,0.35268128,1.3649464e-05,0.0032776892
0.0706594,8.100271e-05,9.4383955e-05,0.00017410517,7.5399876e-06,0.004140109,0.047813296,0.0005863607,0.90476245,0.08624554
1.2218952e-06,2.9534101e-05,0.0009823442,0.99999213,0.95607376,0.0013869405,0.0027516484,9.983778e-06,0.0003875494,4.6610832e-05
2.7120113e-05,0.00016748905,0.00029796362,0.858209,8.34465e-07,0.0026967227,0.016954094,7.387996e-05,0.9985372,6.3985586e-05
5.5134296e-05,0.00072452426,0.000106692314,0.00019994378,4.2915344e-06,0.03990397,0.9995021,5.8233738e-05,0.0038506687,0.0010049343
0.0045439303,0.00011181831,0.6776226,0.0005365014,0.00023138523,0.0034653842,0.008230954,0.0003129542,0.9147817,0.0010393262
0.0051336586,0.0,8.636713e-05,1.1980534e-05,3.874302e-07,0.00029465556,0.003934145,0.00040644407,0.9928521,7.775426e-05
8.878112e-05,0.5043032,0.0078339875,0.9858571,0.00030064583,0.02132088,0.08712369,2.3841858e-06,0.7242198,0.004224807
0.00025761127,0.9580539,0.044118732,0.0059314966,0.0002478063,0.030081093,0.09387156,0.00033393502,0.06437063,0.056228817
0.18661931,0.0,4.9352646e-05,8.374453e-06,2.3841858e-07,0.0003220439,0.004158348,0.000818938,0.8913022,0.00036206841
0.007244587,0.1319277,0.032194704,0.0056259036,0.00039723516,0.01835376,0.32015482,0.0010906756,0.37123364,0.055956513
0.00050881505,0.00013434887,0.0008376241,0.9997497,0.0026827455,0.010353714,0.008649826,2.5093555e-05,0.3234656,2.1725893e-05
0.9943502,3.2782555e-07,0.00019556284,2.6375055e-05,2.7120113e-06,0.002898246,0.0032241642,0.00012862682,0.0013351738,0.01157096
0.0,0.0070589483,0.7427571,0.00031653047,0.15848422,0.033968925,0.86552596,0.0003039539,0.75112545,1.513958e-05
1.9878149e-05,0.0003732741,6.9230795e-05,0.0033187568,1.0311604e-05,0.0048563182,0.9224284,0.0019760132,0.9516151,0.0011576116
