0,1,2,3,4,5,6,7,8,9
0.9985151,0.0,6.854534e-07,2.9802322e-08,1.013279e-06,4.3213367e-06,0.0009473264,0.0,7.3194504e-05,5.3048134e-06
0.986093,3.5762787e-07,0.0004786253,0.0001604259,2.9802322e-07,0.0011560023,0.0009792745,0.021559864,0.00016513467,0.00027778745
0.0063957274,2.1964312e-05,0.028317928,0.0034109056,0.81442153,0.9577544,0.046450615,3.1352043e-05,0.0047773123,0.00027009845
1.9699335e-05,0.026810795,0.0028802454,0.99919087,0.04231161,0.026327789,0.55590916,0.00054964423,4.6223402e-05,0.00018051267
0.00057694316,5.066395e-07,3.0696392e-05,0.9993366,0.0014888346,4.082918e-06,0.0004094243,3.0994415e-06,0.00023901463,2.9206276e-06
0.9981683,0.0,4.6253204e-05,1.1920929e-07,0.0,0.00015947223,0.0010767281,0.0007703006,1.0639429e-05,1.40070915e-05
0.0021745265,8.940697e-08,3.1262636e-05,0.000107079744,3.9041042e-06,1.0669231e-05,0.008516759,2.0861626e-07,0.9912996,2.3126602e-05
1.5199184e-05,6.2584877e-07,0.00043278933,0.9994919,0.94501746,4.5120716e-05,0.004617721,0.0,0.0017110407,6.2584877e-07
2.1010637e-05,4.3809414e-06,3.260374e-05,0.11914748,0.00026223063,1.6957521e-05,0.0008432865,0.0,0.997656,1.013279e-06
0.00015488267,4.9442053e-05,9.23872e-07,8.314848e-06,5.930662e-06,0.0014690459,0.9890156,4.3213367e-06,0.00011256337,0.009295911
0.0006849766,8.586049e-05,0.75409794,0.002706945,0.000700742,0.0014551878,0.0045078993,0.0006236434,0.98928773,0.0003991425
0.0073714554,0.0,8.711219e-05,5.725026e-05,5.9604645e-08,4.3809414e-06,0.0007182658,1.3887882e-05,0.99179983,2.0861626e-06
4.3988228e-05,0.42233658,0.009566754,0.9878781,5.5104494e-05,0.0014991462,0.045369416,0.00016900897,0.82638896,6.556511e-06
0.0037691891,0.24740463,0.5853821,0.0002837479,0.00078457594,0.0017762184,0.004336059,0.0028514862,0.001981914,0.13289201
