0,1,2,3,4,5,6,7,8,9
0.9933938,0.0,9.23872e-07,9.268522e-06,1.3411045e-06,0.00014713407,0.00016337633,1.013279e-06,0.0003553033,0.0020218194
0.966498,2.9802322e-08,1.66893e-06,3.0696392e-06,4.7683716e-07,0.0024653375,0.00020107627,0.0017813444,1.2725592e-05,0.0004695356
8.404255e-06,1.3113022e-06,0.002118796,0.000108748674,0.38817823,0.99999785,0.00077047944,3.20971e-05,0.0001707375,1.0579824e-05
0.0,1.2665987e-05,1.1920929e-07,0.99997765,2.9802322e-08,0.00043326616,0.98103,0.0,5.7816505e-06,0.0
5.6624413e-06,3.2782555e-07,1.9073486e-06,0.9999876,0.0,0.00070747733,0.00050383806,0.0,0.0002632141,2.0861626e-07
0.99890876,0.0,2.9802322e-08,0.0,8.940697e-08,4.7445297e-05,2.8669834e-05,3.874302e-05,1.7881393e-07,1.3768673e-05
0.0048609674,0.0,1.2814999e-06,9.730458e-05,2.3841858e-07,0.00097346306,0.004467249,0.0,0.97654873,0.00071525574
0.0,0.0,4.4703484e-06,0.9999776,0.99646163,4.285574e-05,6.0915947e-05,0.0,6.28829e-06,0.0
7.778406e-06,6.854534e-07,2.6285648e-05,0.123330206,1.4901161e-06,0.00048175454,0.00039497018,1.1622906e-06,0.99958766,1.692772e-05
0.0001193285,2.9802322e-07,4.529953e-06,3.993511e-06,3.2782555e-07,0.021049887,0.9936838,0.00035887957,0.0022575855,0.0001308322
0.0007467866,2.9802322e-08,0.695388,8.136034e-06,3.4570694e-06,0.00018131733,0.0025990307,1.4364719e-05,0.9934451,1.8179417e-05
0.0027887523,0.0,5.015731e-05,1.7881393e-07,2.9802322e-08,2.4348497e-05,0.00010114908,2.0861626e-07,0.99953103,2.0861626e-07
2.3841858e-07,0.85506356,3.5196543e-05,0.9999509,1.2934208e-05,0.0009095073,0.0044226646,0.0,0.5885594,6.467104e-06
1.8507242e-05,0.9992868,2.670288e-05,0.000120937824,5.349517e-05,0.0009967089,3.170967e-05,5.9604645e-08,0.0041424334,0.009896159
